1,ring,P-1-1.WAV
1,jail,P-1-2.WAV
0,verb,P-2-1.WAV
1,skillet,P-2-2.WAV
1,scarf,L2-1-1.WAV
0,roof,L2-1-2.WAV
1,cave,L2-2-1.WAV
0,ruby,L2-2-2.WAV
0,zebra,L3-1-1.WAV
0,snow,L3-1-2.WAV
1,hill,L3-1-3.WAV
0,heart,L3-2-1.WAV
1,water,L3-2-2.WAV
1,carrot,L3-2-3.WAV
1,neck,L4-1-1.WAV
0,apple,L4-1-2.WAV
0,coal,L4-1-3.WAV
0,ceiling,L4-1-4.WAV
0,pot,L4-2-1.WAV
1,newspaper,L4-2-2.WAV
1,oak,L4-2-3.WAV
0,tin,L4-2-4.WAV
1,governor,L5-1-1.WAV
1,day,L5-1-2.WAV
1,son,L5-1-3.WAV
1,peach,L5-1-4.WAV
0,hat,L5-1-5.WAV
0,airplane,L5-2-1.WAV
0,shark,L5-2-2.WAV
1,chair,L5-2-3.WAV
0,football,L5-2-4.WAV
1,cricket,L5-2-5.WAV
0,cloud,L6-1-1.WAV
1,eye,L6-1-2.WAV
0,linen,L6-1-3.WAV
0,saw,L6-1-4.WAV
0,decade,L6-1-5.WAV
1,novel,L6-1-6.WAV
0,gun,L6-2-1.WAV
1,aunt,L6-2-2.WAV
1,spider,L6-2-3.WAV
0,red,L6-2-4.WAV
1,potato,L6-2-5.WAV
1,volcano,L6-2-6.WAV
0,finger,L7-1-1.WAV
1,lettuce,L7-1-2.WAV
0,yellow,L7-1-3.WAV
1,sister,L7-1-4.WAV
0,violin,L7-1-5.WAV
0,mouse,L7-1-6.WAV
0,rifle,L7-1-7.WAV
0,hawk,L7-2-1.WAV
1,hand,L7-2-2.WAV
0,tie,L7-2-3.WAV
0,gold,L7-2-4.WAV
1,nurse,L7-2-5.WAV
1,tent,L7-2-6.WAV
0,organ,L7-2-7.WAV
0,hockey,L8-1-1.WAV
1,vanilla,L8-1-2.WAV
1,dollar,L8-1-3.WAV
1,elephant,L8-1-4.WAV
1,dentist,L8-1-5.WAV
1,lake,L8-1-6.WAV
1,dog,L8-1-7.WAV
0,knife,L8-1-8.WAV
0,basement,L8-2-1.WAV
1,hydrogen,L8-2-2.WAV
0,strawberry,L8-2-3.WAV
1,yard,L8-2-4.WAV
1,cat,L8-2-5.WAV
0,oil,L8-2-6.WAV
1,sofa,L8-2-7.WAV
0,spice,L8-2-8.WAV
